AuthorId,DisplayName,OpenAlexId
4799,Kristen M. O’Dwyer,A5012940331
4800,Martha Arellano,A5014892222
4801,Yi Lin,A5090694142
4802,Maria R. Baer,A5049910941
4803,Gary J. Schiller,A5037299848
4804,Jae H. Park,A5101838284
4805,Marion Subklewe,A5003069482
4806,Mehrdad Abedi,A5021579716
4807,Monique C. Minnema,A5049413660
4808,William G. Wierda,A5089428686
4809,Daniel J. DeAngelo,A5082924494
4810,Patrick J. Stiff,A5013177563
4811,Deepa Jeyakumar,A5027316096
4812,Chaoling Feng,A5050095307
4813,Jinghui Dong,A5041057399
4814,Tong Shen,A5040460958
4815,Francesca Milletti,A5013998782
4816,John M. Rossi,A5114254306
4817,Remus Vezan,A5021322016
4818,Behzad Kharabi Masouleh,A5081793914
4819,Roch Houot,A5031216970
4820,Mitra K. Nadim,A5030710602
4821,Lui G. Forni,A5047213840
4822,Ravindra L. Mehta,A5082648404
4823,Michael Connor,A5102816478
4824,Kathleen D. Liu,A5066441344
4825,Marlies Ostermann,A5070798527
4826,Thomas Rimmelé,A5070066752
4827,Alexander Zarbock,A5019726220
4828,Samira Bell,A5082071435
4829,Azra Bihorac,A5016909804
4830,Vincenzo Cantaluppi,A5081933975
4831,Eric A. J. Hoste,A5075688386
4832,Faeq Husain‐Syed,A5057601193
4833,Michael J. Germain,A5009922159
4834,Stuart L. Goldstein,A5012594790
4835,Shruti Gupta,A5049876122
4836,Michael Joannidis,A5028816041
4837,Kianoush Kashani,A5081185019
4838,Jay L. Koyner,A5002190241
4839,Matthieu Legrand,A5050936569
4840,Nuttha Lumlertgul,A5021889777
4841,Sumit Mohan,A5038847786
4842,Neesh Pannu,A5042956432
4843,Zhiyong Peng,A5012603380
4844,Xosé Pérez-Fernández,A5058004778
4845,Peter Pickkers,A5025445136
4846,John R. Prowle,A5046126733
4847,Thiago Reis,A5017570699
4848,Nattachai Srisawat,A5090193164
4849,Ashita Tolwani,A5058568676
4850,Anitha Vijayan,A5110249265
4851,Gianluca Villa,A5084499631
4852,Li Yang,A5100718070
4853,Claudio Ronco,A5076403607
4854,John A. Kellum,A5021022035
4855,Ariel Fridman,A5088692336
4856,Rachel Gershon,A5050112175
4857,Ayelet Gneezy,A5036964534
4858,Hejun Liu,A5006754438
4859,Chang‐Chun D. Lee,A5061120282
4860,Xueyong Zhu,A5066869624
4861,Wenli Yu,A5079478709
4862,Yuanzi Hua,A5039964494
4863,Henry J. Tien,A5078087211
4864,Joana Damas,A5082177222
4865,Graham M. Hughes,A5004440460
4866,Kathleen C. Keough,A5087222132
4867,Nicole S. Persky,A5051919461
4868,Marco Corbo,A5080855855
4869,Michael Hiller,A5041994630
4870,Klaus‐Peter Koepfli,A5010134908
4871,Andreas R. Pfenning,A5008550747
4872,Huabin Zhao,A5021609912
4873,Diane P. Genereux,A5053858033
4874,Ross Swofford,A5070210585
4875,Katherine S. Pollard,A5005062415
4876,Oliver A. Ryder,A5036345479
4877,Martin Nweeia,A5035661978
4878,Kerstin Lindblad‐Toh,A5007985109
4879,Emma C. Teeling,A5006062847
4880,Elinor K. Karlsson,A5056439450
4881,Harris A. Lewin,A5007998668
4882,Shahin Ramazi,A5083934448
4883,Javad Zahiri,A5051260584
4884,Johannes C. Melms,A5043162332
4885,Jana Biermann,A5008433273
4886,Huachao Huang,A5091318044
4887,Yiping Wang,A5100317701
4888,Ajay Nair,A5053831076
4889,Somnath Tagore,A5078608494
4890,Igor Katsyv,A5008476490
4891,André F. Rendeiro,A5085515061
4892,Amit Dipak Amin,A5008711530
4893,Denis Schapiro,A5076702152
4894,Chris J. Frangieh,A5059260505
4895,Adrienne Luoma,A5037141230
4896,Aveline Filliol,A5041709694
4897,Yinshan Fang,A5022825628
4898,Hiranmayi Ravichandran,A5005487549
4899,Mariano Guardia Clausi,A5040957024
4900,George A. Alba,A5091258721
4901,Meri Rogava,A5062065019
4902,Sean W. Chen,A5021855546
4903,Patricia Ho,A5042006024
4904,Daniel T. Montoro,A5038063552
4905,Adam Kornberg,A5052909530
4906,Arnold Han,A5046972722
4907,Mathieu F. Bakhoum,A5032284559
4908,Niroshana Anandasabapathy,A5044646324
4909,Mayte Suárez‐Fariñas,A5074081568
4910,Samuel F. Bakhoum,A5029031320
4911,Yaron Bram,A5044409020
4912,Alain Borczuk,A5002110784
4913,Xinzheng V. Guo,A5037885655
4914,Jay H. Lefkowitch,A5069869000
4915,Charles C. Marboe,A5071087880
4916,Stephen M. Lagana,A5023484831
4917,Armando Del Portillo,A5056628465
4918,Emily J. Tsai,A5019277555
4919,Emmanuel Zorn,A5001252355
4920,Glen S. Markowitz,A5113502924
4921,Robert F. Schwabe,A5073738784
4922,Olivier Elemento,A5061702711
4923,Anjali Saqi,A5050561431
4924,Hanina Hibshoosh,A5084696219
4925,Jianwen Que,A5063947288
4926,Benjamin Izar,A5052100404
4927,Weier Wan,A5085579143
4928,Rajkumar Kubendran,A5055741874
4929,Clemens Schaefer,A5103705682
4930,Sukru Burc Eryilmaz,A5043943260
4931,Wenqiang Zhang,A5100669249
4932,Dabin Wu,A5100841696
4933,Stephen Deiss,A5002961072
4934,Priyanka Raina,A5029554261
4935,He Qian,A5100746962
4936,Bin Gao,A5008633924
4937,Siddharth Joshi,A5062849115
4938,Huaqiang Wu,A5040105498
4939,H.‐S. Philip Wong,A5059975258
4940,Gert Cauwenberghs,A5059013717
4941,Apostolia M. Tsimberidou,A5044840107
4942,Elena Fountzilas,A5089796322
4943,Caterina P. Profaci,A5002916397
4944,Roeben N. Munji,A5003833573
4945,Robert S. Pulido,A5058826806
4946,Richard Daneman,A5032562567
4947,Philip J. Landrigan,A5014518113
4948,John J. Stegeman,A5023303257
4949,Lora E. Fleming,A5086043230
4950,Denis Allemand,A5079551530
4951,Donald M. Anderson,A5018366970
4952,Lorraine C. Backer,A5048494265
4953,Françoise Brücker-Davis,A5073303933
4954,Nicolas Chevalier,A5043407725
4955,Lilian Corra,A5108252693
4956,Dorota Czerucka,A5044876077
4957,Marie‐Yasmine Dechraoui Bottein,A5003978252
4958,Barbara Demeneix,A5003494511
4959,Michael H. Depledge,A5079667228
4960,Dimitri D. Deheyn,A5076101524
4961,Charles J. Dorman,A5009549280
4962,Patrick Fénichel,A5005423290
4963,Samantha Fisher,A5078943345
4964,Françoise Gaill,A5041692468
4965,François Galgani,A5009412499
4966,William H. Gaze,A5072007160
4967,Laura Giuliano,A5027131438
4968,Philippe Grandjean,A5068278705
4969,Mark E. Hahn,A5019234030
4970,Amro Hamdoun,A5034251494
4971,Philipp Heß,A5033429492
4972,B.F. Judson,A5003237958
4973,Amalia Laborde,A5071093521
4974,Jacqueline McGlade,A5026528849
4975,Jenna Mu,A5016867382
4976,Adetoun Mustapha,A5039576633
4977,María Neira,A5113928006
4978,Rachel T. Noble,A5003557457
4979,Maria Luiza Pedrotti,A5081281718
4980,Christopher M. Reddy,A5081389385
4981,Joacim Rocklöv,A5090027021
4982,Ursula M. Scharler,A5047732890
4983,Hariharan Shanmugam,A5009158764
4984,Gabriella Taghian,A5068880041
4985,Jeroen A. J. M. van de Water,A5083377937
4986,Luigi Vezzulli,A5069586761
4987,Pál Weihe,A5058892037
4988,Hervé Raps,A5020398215
4989,Patrick Rampal,A5070398323
4990,Chengwei Wang,A5100656629
4991,Weiwei Ping,A5052344905
4992,Qiang Bai,A5103229088
4993,Huachen Cui,A5024878898
4994,Ryan Hensleigh,A5009896729
4995,Ruiliu Wang,A5091453614
4996,Zhenpeng Xu,A5025062385
4997,Jiaqi Dai,A5078014774
4998,Yong Pei,A5040669537
4999,Chaolun Zheng,A5060397355
5000,Glenn Pastel,A5077209975
5001,Jinlong Gao,A5082226974
5002,Xizheng Wang,A5094003245
5003,Howard Wang,A5078556323
5004,Ji‐Cheng Zhao,A5084031807
5005,Bao Yang,A5102008999
5006,Xiaoyu Zheng,A5001036259
5007,Yifei Mo,A5043347975
5008,Bruce Dunn,A5062699080
5009,Henry E. Mark,A5081426348
5010,Rachel L. Batterham,A5085481226
5011,Javier Crespo,A5028677580
5012,M. Ashworth Dirac,A5103165031
5013,Jacob George,A5011865871
5014,Hannes Hagström,A5058384668
5015,Terry T.‐K. Huang,A5012724818
5016,Mona Ismail,A5019239008
5017,Achim Kautz,A5011645146
5018,Shiv Kumar Sarin,A5026415059
5019,Veronica Miller,A5045543422
5020,Michael Ninburg,A5068220810
5021,Ponsiano Ocama,A5073485342
5022,Emmanuel Tsochatzis,A5009873146
5023,Shira Zelber‐Sagi,A5028555246
5024,Fredrik Åberg,A5005510232
5025,Leon A. Adams,A5090087138
5026,Maryam Salem Al Khatry,A5097952664
5027,Khalid Al Naamani,A5042391490
5028,Omar Alfaro Murillo,A5110810686
5029,Alina M. Allen,A5023558309
5030,Faisal Abdullatif Alnaser,A5022305387
5031,Saleh A. Alqahtani,A5000313377
5032,Khalid Alswat,A5090751447
5033,Domenico Alvaro,A5081350888
5034,Raúl J. Andrade,A5034309819
5035,Yaw Asante Awuku,A5040105413
5036,Motala Ayesha,A5097819070
5037,Oidov Baatarkhuu,A5042258985
5038,Shokhista Bakieva,A5026740194
5039,Rita Basu,A5043696489
5040,Shahinaz Bedri,A5103577203
5041,Emanuele Bosi,A5017456380
5042,Marc Bourlière,A5019949529
5043,Radan Brůha,A5079854031
5044,Patrizia Burra,A5020674188
5045,Marı́a Buti,A5051482861
5046,José Luís Calleja,A5037927976
5047,Patrizia Carrieri,A5085208411
5048,Flloyd Carter,A5069471034
5049,Marlén Ivón Castellanos Fernández,A5011148283
5050,Gabriela Castillo-Lopez,A5020980467
5051,Henry Lik‐Yuen Chan,A5009718905
5052,Wah‐Kheong Chan,A5077981491
5053,Yoosoo Chang,A5054372269
5054,Massimo Colombo,A5014753999
5055,Kirsten J. Coppell,A5090282992
5056,Kathleen E. Corey,A5024249330
5057,Antonio Craxı̀,A5100684562
5058,Anuradha Supun Dassanayake,A5077405836
5059,Antonieta de Ascenção Soares Martins,A5070513889
5060,Victor de Lédinghen,A5048237873
5061,Stefano DelPrato,A5022546888
5062,Sandro Demaio,A5029476238
5063,Hailemichael Desalegn,A5110559184
5064,John Dillon,A5004579061
5065,Ajay Duseja,A5090656568
5066,Dorairaj Prabhakaran,A5015160949
5067,Mattias Ekstedt,A5037227255
5068,Osama Mohamed Elsanousi,A5051506414
5069,Gamal Esmat,A5029853696
5070,Nathalie J. Farpour‐Lambert,A5001661933
5071,Robert Flisiak,A5058746547
5072,Yasser Fouad,A5023790424
5073,Michael Fuchs,A5102971517
5074,Rino Alvani Gani,A5046433298
5075,Lynn H. Gerber,A5043494014
5076,Hasmik Ghazinyan,A5087644825
5077,Liana Gheorghe,A5026802895
5078,George Boon‐Bee Goh,A5006033652
5079,Henning Grønbæk,A5083375223
5080,Aghayeva Gulnara,A5097845891
5081,Saeed Hamid,A5008698250
5082,Vanessa Hebditch,A5023914659
5083,Matthew D. Shin,A5020087228
5084,Sourabh Shukla,A5072703214
5085,Young Hun Chung,A5023518690
5086,Veronique Beiss,A5074510607
5087,Soo Khim Chan,A5046143362
5088,Oscar A. Ortega‐Rivera,A5026108279
5089,David M. Wirth,A5052792229
5090,Angela Chen,A5046000395
5091,M. Sack,A5017334104
5092,Jonathan K. Pokorski,A5055997846
5093,Nicole F. Steinmetz,A5050347786
5094,Shailja C. Shah,A5015862864
5095,Steven H. Itzkowitz,A5090463240
5096,Anubha Mahajan,A5030469052
5097,Weihua Zhang,A5108049965
5098,Maggie C. Y. Ng,A5008874663
5099,Lauren E. Petty,A5022981309
5100,Hidetoshi Kitajima,A5022853833
5101,Grace Z. Yu,A5037800360
5102,Leo Speidel,A5017944564
5103,Josep M. Mercader,A5101966760
5104,Daniel Taliun,A5075177958
5105,Sanghoon Moon,A5087673453
5106,Soo‐Heon Kwak,A5014265519
5107,Neil Robertson,A5019299318
5108,Nigel W. Rayner,A5003189779
5109,Bong-Jo Kim,A5101967719
5110,Joshua Chiou,A5014151413
5111,Irene Miguel-Escalada,A5083614468
5112,Pietro Della Briotta Parolo,A5041178410
5113,Fiona Bragg,A5029268321
5114,Michael Preuß,A5039941928
5115,Fumihiko Takeuchi,A5066325623
5116,Jana Nano,A5089290201
5117,Xiuqing Guo,A5087955884
5118,Amel Lamri,A5065382701
5119,Robert A. Scott,A5107869170
5120,Jung‐Jin Lee,A5039615283
5121,Mariaelisa Graff,A5049372370
5122,Esteban J. Parra,A5014721204
5123,Yasuharu Tabara,A5013879304
5124,Valgerður Steinthórsdóttir,A5069107150
5125,James P. Cook,A5104560303
5126,Mart Kals,A5005641822
5127,Niels Grarup,A5064416982
5128,Ellen M. Schmidt,A5054956552
5129,Ian Pan,A5049591526
5130,Tamar Sofer,A5031305852
5131,Matthias Wuttke,A5030007136
5132,Chloé Sarnowski,A5086667282
5133,Christian Gieger,A5085407328
5134,Darryl Nousome,A5032270617
5135,Stella Trompet,A5090023199
5136,Meng Sun,A5085248515
5137,Tong Lin,A5100769666
5138,Wei‐Min Chen,A5100442504
5139,Meraj Ahmad,A5110849765
5140,Victor Lim,A5084009922
5141,Claudia H.T. Tam,A5009105983
5142,Yoonjung Yoonie Joo,A5012804255
5143,Cécile Lecœur,A5019696372
5144,Bram P. Prins,A5011533631
5145,Aude Nicolas,A5019340195
5146,Lisa R. Yanek,A5066207858
5147,Guanjie Chen,A5084227548
5148,Salman M. Tajuddin,A5037779359
5149,Edmond K. Kabagambe,A5080728144
5150,Ping An,A5109134615
5151,Anny H. Xiang,A5046926570
5152,Hyeok Sun Choi,A5047814495
5153,Jingyi Tan,A5031201491
5154,Jack U. Flanagan,A5004460571
5155,Fernando Abaitua,A5010777914
5156,Linda S. Adair,A5038600134
5157,Adebowale Adeyemo,A5072089289
5158,Carlos A. Aguilar‐Salinas,A5005019504
5159,Sonia S. Anand,A5058205892
5160,Alain G. Bertoni,A5005312014
5161,Zheng Bian,A5112535272
5162,Ivan Brandslund,A5077383053
5163,Chad M. Brummett,A5073325161
5164,Thomas A. Buchanan,A5052602236
5165,Mickaël Canouil,A5038262522
5166,Juliana C.N. Chan,A5091832416
5167,Miao-Li Chee,A5022652510
5168,Chen Ji,A5100731274
5169,Yuan-Tsong Chen,A5050148296
5170,Zhengming Chen,A5100619741
5171,Lee‐Ming Chuang,A5033802039
5172,Mary Cushman,A5023858070
5173,Yun Zhang,A5100356766
5174,Eric Wang,A5100746978
5175,Deborah K. Armstrong,A5090143508
5176,Ronald D. Alvarez,A5009816072
5177,Jamie N. Bakkum‐Gamez,A5031945893
5178,Lisa Barroilhet,A5061916566
5179,Kian Behbakht,A5050160573
5180,Andrew Berchuck,A5038248146
5181,Lee-may Chen,A5112482359
5182,Mihaela Cristea,A5046159625
5183,Maria C. DeRosa,A5066891093
5184,Eric Eisenhauer,A5036063618
5185,David M. Gershenson,A5019407817
5186,Heidi J. Gray,A5059468772
5187,Rachel N. Grisham,A5029200876
5188,Ardeshir Hakam,A5113955638
5189,Angela Jain,A5044669637
5190,Amer Karam,A5026751082
5191,Gottfried E. Konecny,A5062837404
5192,Charles A. Leath,A5006402876
5193,Joyce F. Liu,A5060953135
5194,Haider Mahdi,A5089239939
5195,Lainie P. Martin,A5089503365
5196,Daniela Matei,A5067743297
5197,Michael McHale,A5112471607
5198,Karen McLean,A5011490256
5199,David S. Miller,A5037590677
5200,David M. O’Malley,A5021359849
5201,Sanja Percac‐Lima,A5036686988
5202,Elena Ratner,A5021257078
5203,Steven W. Remmenga,A5042279777
5204,Roberto Vargas,A5031819902
5205,Theresa L. Werner,A5048752531
5206,Emese Zsíros,A5052175895
5207,Anita M. Engh,A5032016537
5208,Lisa R. Sammaritano,A5068243428
5209,Bonnie L. Bermas,A5046963075
5210,Eliza Chakravarty,A5110668040
5211,Christina Chambers,A5007438752
5212,Megan E. B. Clowse,A5085160815
5213,Michael D. Lockshin,A5031470088
5214,Wendy Marder,A5019031538
5215,Gordon Guyatt,A5031717153
5216,D. Ware Branch,A5070196840
5217,Jill P. Buyon,A5072473587
5218,Lisa Christopher‐Stine,A5070979049
5219,Rachelle Crow‐Hercher,A5025395301
5220,John J. Cush,A5111583631
5221,Maurice L. Druzin,A5018824137
5222,Arthur Kavanaugh,A5101493669
5223,Carl A. Laskin,A5055721179
5224,Lauren A. Plante,A5081425641
5225,Jane E. Salmon,A5070689104
5226,Julia F. Simard,A5069613217
5227,Emily C. Somers,A5029558365
5228,Virginia Steen,A5051206664
5229,Sara K. Tedeschi,A5073495494
5230,Évelyne Vinet,A5073326991
5231,C. Whitney White,A5110580926
5232,Jinoos Yazdany,A5027451778
5233,Medha Barbhaiya,A5060417778
5234,Brittany Bettendorf,A5091892018
5235,Amanda M. Eudy,A5025043247
5236,Arundathi Jayatilleke,A5035652553
5237,Amit Shah,A5060698970
5238,Nancy Sullivan,A5080123418
5239,Laura Tarter,A5062394224
5240,Mehret Birru Talabi,A5049195881
5241,Kristen E. D’Anci,A5112694437
5242,Sandra Sandra Smith,A5113935414
5243,Joseph D. Feuerstein,A5089511508
5244,Kim L. Isaacs,A5024834994
5245,Yecheskel Schneider,A5102902632
5246,Shazia Mehmood Siddique,A5053195247
5247,Yngve Falck–Ytter,A5101485320
5248,Siddharth Singh,A5035847062
5249,Karen A. Chachu,A5003293592
5250,Lukejohn W. Day,A5076475710
5251,Benjamin Lebwohl,A5068405730
5252,Thiruvengadam Muniraj,A5011472860
5253,Amit Patel,A5050735301
5254,Anne F. Peery,A5010139385
5255,Raj Shah,A5005300273
5256,Shahnaz Sultan,A5022692391
5257,Harminder Singh,A5064298425
5258,Grace L. Su,A5037326704
5259,Aaron P. Thrift,A5035678916
5260,Jennifer M. Weiss,A5004524202
5261,Adam V. Weizman,A5103046549
5262,Jessica R. Allegretti,A5087907466
5263,Jonathan P. Terdiman,A5102459869
5264,Rita Nanda,A5005007467
5265,Minetta C. Liu,A5027858713
5266,Christina Yau,A5062190609
5267,Lajos Pusztai,A5021113979
5268,Anne M. Wallace,A5090318660
5269,A. Jo Chien,A5053577410
5270,Andres Forero‐Torres,A5012750761
5271,Erin D. Ellis,A5019282482
5272,Heather Han,A5069009822
5273,Amy S. Clark,A5063684368
5274,Kathy S. Albain,A5059538753
5275,Judy C. Boughey,A5033544737
5276,Nora Jaskowiak,A5038315105
5277,Claudine Isaacs,A5071176191
5278,Kathleen Kemmer,A5068347637
5279,Teresa Helsten,A5029076260
5280,Melanie Majure,A5058319468
5281,Catherine Parker,A5112854525
5282,Marie Catherine Lee,A5060576547
5283,Tufia C. Haddad,A5031366322
5284,Ronald Cohen,A5046558877
5285,Smita Asare,A5045249036
5286,Amy Wilson,A5027642389
5287,Gillian L. Hirst,A5076178845
5288,Ruby Singhrao,A5032242445
5289,Katherine Steeg,A5038723347
5290,Adam L. Asare,A5020362567
5291,Jeffrey B. Matthews,A5065977130
5292,Scott Berry,A5021959578
5293,Ashish Sanil,A5107946102
5294,Richard B. Schwab,A5009930268
5295,W. Fraser Symmans,A5001315712
5296,Laura van ‘t Veer,A5014135109
5297,Douglas Yee,A5033966004
5298,Angela DeMichele,A5005537242
5299,Nola M. Hylton,A5034796205
5300,Michelle Melisko,A5000761973
5301,Jane Perlmutter,A5071749616
5302,Donald A. Berry,A5073571977
5303,Laura J. Esserman,A5072789687
5304,Yimu Chen,A5007496778
5305,Yusheng Lei,A5103000280
5306,Yuheng Li,A5100652791
5307,Yugang Yu,A5102831792
5308,Jinze Cai,A5033084133
5309,Ming‐Hui Chiu,A5081775487
5310,Rahul Rao,A5003586421
5311,Yue Gu,A5013593052
5312,Chunfeng Wang,A5100601920
5313,Woojin Choi,A5005433264
5314,Hongjie Hu,A5103067554
5315,Chonghe Wang,A5003080179
5316,Yang Li,A5100421742
5317,Jiawei Song,A5077101280
5318,Jingxin Zhang,A5100630364
5319,Baiyan Qi,A5070099882
5320,Muyang Lin,A5082349861
5321,Zhuorui Zhang,A5086375015
5322,Ahmad E. Islam,A5007508845
5323,Benji Maruyama,A5033950805
5324,Shadi A. Dayeh,A5045100404
5325,Lain‐Jong Li,A5067948521
5326,Kesong Yang,A5065097205
5327,Yu‐Hwa Lo,A5072610567
5328,Sheng Xu,A5040628628
5329,Anpei Chen,A5075572935
5330,Zexiang Xu,A5110695052
5331,Fuqiang Zhao,A5070059729
5332,Fanbo Xiang,A5008903324
5333,Jingyi Yu,A5101500646
5334,Hao Su,A5100627109
5335,Swati Patel,A5003602083
5336,Jordan J. Karlitz,A5033529754
5337,Timothy Yen,A5070899249
5338,Christopher H. Lieu,A5012289008
5339,C. Richard Boland,A5084691563
5340,Carol Howe,A5087838202
5341,Marian L. Neuhouser,A5037632878
5342,Ying Wang,A5100347238
5343,Karen Basen‐Engquist,A5041544387
5344,Justin C. Brown,A5051745638
5345,Kerry S. Courneya,A5047611713
5346,Tracy E. Crane,A5085315765
5347,David O. Garcia,A5016489670
5348,Stacey A. Kenfield,A5080001095
5349,Marı́a Elena Martı́nez,A5100706988
5350,Larissa Nekhlyudov,A5001530469
5351,Linda Overholser,A5020726673
5352,Bernardine M. Pinto,A5012016543
5353,Anna E. Płatek,A5043901200
5354,Erika Rees‐Punia,A5068617471
5355,Gregor K. Wenning,A5064715109
5356,Iva Stanković,A5084077924
5357,Luca Vignatelli,A5067244700
5358,Alessandra Fanciulli,A5091757295
5359,Giovanna Calandra‐Buonaura,A5067832842
5360,Klaus Seppi,A5086819499
5361,Jose‐Alberto Palma,A5050948560
5362,Wassilios G. Meissner,A5089727621
5363,Florian Krismer,A5054318770
5364,Daniela Berg,A5001790127
5365,Pietro Cortelli,A5090382134
5366,Roy Freeman,A5009268783
5367,Glenda M. Halliday,A5047141421
5368,Günter U. Höglinger,A5068749612
5369,Anthony E. Lang,A5000826850
5370,Helen Ling,A5002578232
5371,Irene Litvan,A5006709022
5372,Phillip A. Low,A5047373167
5373,Yasuo Miki,A5087612801
5374,Jalesh N. Panicker,A5055680663
5375,Maria Teresa Pellecchia,A5069172721
5376,Niall Quinn,A5006055206
5377,Ryuji Sakakibara,A5083613523
5378,María Stamelou,A5062015847
5379,Eduardo Tolosa,A5078689202
5380,Shoji Tsuji,A5056125632
5381,Thomas T. Warner,A5011838243
5382,Werner Poewe,A5054677591
5383,Horacio Kaufmann,A5073518656
5384,Guang Yang,A5100436460
5385,Qinghao Ye,A5005965903
5386,Jun Xia,A5106670417
5387,Paul M. Thompson,A5100606557
5388,Lauren E. Salminen,A5016469794
5389,Joanna K. Bright,A5089514062
5390,Bernhard T. Baune,A5031084817
5391,Sara Bertolín,A5019440791
5392,Willem B. Bruin,A5030444817
5393,Jian Chen,A5100326436
5394,Yann Chye,A5027299402
5395,Udo Dannlowski,A5067261122
5396,Carolien G. F. de Kovel,A5001227180
5397,Stephen V. Faraone,A5052145058
5398,Pauline Favre,A5031696705
5399,Courtney A. Filippi,A5059248864
5400,Thomas Frodl,A5043918876
5401,Daniel Garijo,A5033224077
5402,Yolanda Gil,A5040878653
5403,Hans J. Grabe,A5037469384
5404,Tomáš Hájek,A5011746730
5405,Laura K. M. Han,A5005159847
5406,Sean N. Hatton,A5072990471
5407,Kevin Hilbert,A5052387980
5408,Tiffany C. Ho,A5049225932
5409,Norbert Hosten,A5032918603
5410,Josselin Houenou,A5003535842
5411,Iliyan Ivanov,A5023546845
5412,Jun Soo Kwon,A5027055033
5413,Max A. Laansma,A5010198627
5414,Jeanne Leerssen,A5084463965
5415,Ulrike Lueken,A5011492116
5416,Abraham Nunes,A5069554785
5417,Joseph O' Neill,A5033937345
5418,Nils Opel,A5062558571
5419,Fabrizio Piras,A5031284141
5420,Federica Piras,A5009595167
5421,Merel C. Postema,A5070653762
5422,Elena Pozzi,A5039224060
5423,Carles Soriano‐Mas,A5056679565
5424,Gianfranco Spalletta,A5011836054
5425,Daqiang Sun,A5037467752
5426,Alexander Teumer,A5081670625
5427,Amanda K. Tilot,A5065415291
5428,Leonardo Tozzi,A5046155146
5429,Celia van der Merwe,A5077615112
5430,Eus J.W. Van Someren,A5088539070
5431,Guido van Wingen,A5079874250
5432,Esther Walton,A5021523749
5433,Lei Wang,A5100436146
5434,Anderson M. Winkler,A5004462514
5435,Katharina Wittfeld,A5076721108
5436,Margaret J. Wright,A5052245802
5437,Je‐Yeon Yun,A5086800447
5438,Guohao Zhang,A5065739761
5439,Yanli Zhang‐James,A5068866357
5440,Bhim M. Adhikari,A5069137051
5441,Moji Aghajani,A5065914857
5442,André Alemán,A5083885093
5443,Robert R. Althoff,A5089482475
5444,André Altmann,A5069743881
5445,Ole A. Andreassen,A5020215901
5446,David Baron,A5043563621
5447,Brenda Bartnik‐Olson,A5046343506
5448,Janna Marie Bas‐Hoogendam,A5086059514
5449,Arielle Baskin–Sommers,A5020403439
5450,Carrie E. Bearden,A5012270886
5451,Laura A. Berner,A5007242956
5452,Premika S.W. Boedhoe,A5044381440
5453,Jan K. Buitelaar,A5009149756
5454,Karen Caeyenberghs,A5038841141
5455,Charlotte A. M. Cecil,A5047142862
5456,Ronald A. Cohen,A5035290107
5457,Patricia Conrod,A5054548219
5458,Stéphane A. De Brito,A5074829170
5459,Emily L. Dennis,A5019628282
5460,Danai Dima,A5006464992
5461,Carrie Esopenko,A5028500326
5462,Graeme Fairchild,A5070153759
5463,Simon E. Fisher,A5082524516
5464,Jean‐Paul Fouché,A5022514020
5465,Clyde Francks,A5047361673
5466,Peter M. Voorhees,A5071438752
5467,Jonathan L. Kaufman,A5077897003
5468,Jacob P. Laubach,A5049711954
5469,Douglas W. Sborov,A5053731124
5470,Brandi Reeves,A5046784010
5471,Cesar Rodriguez,A5109477761
5472,Ajai Chari,A5006108161
5473,Rebecca Silbermann,A5026804242
5474,Luciano J. Costa,A5005850190
5475,Larry D. Anderson,A5039067043
5476,Nitya Nathwani,A5040738036
5477,Nina Shah,A5053904944
5478,Yvonne A. Efebera,A5058362903
5479,Sarah A. Holstein,A5005732386
5480,Caitlin Costello,A5089064532
5481,Andrzej Jakubowiak,A5057911528
5482,Tanya M. Wildes,A5082072227
5483,Robert Z. Orlowski,A5038235561
5484,Kenneth H. Shain,A5053572690
5485,Andrew J. Cowan,A5024384857
5486,Seán Murphy,A5102826896
5487,Yana Lutska,A5037878488
5488,Huiling Pei,A5044606180
5489,Jon Ukropec,A5026806277
5490,Jessica Vermeulen,A5053469869
5491,Carla de Boer,A5045881972
5492,Daniela Hoehn,A5040725133
5493,Thomas S. Lin,A5112026819
5494,Paul G. Richardson,A5043526996
5495,Daniele Micciancio,A5023640008
5496,Thomas Ristenpart,A5003774887
5497,Chiara Caprini,A5013308969
5498,M. Chala,A5067950961
5499,Gláuber C. Dorsch,A5048883719
5500,Mark Hindmarsh,A5049855325
5501,Stephan J. Huber,A5112042335
5502,Thomas Konstandin,A5036831233
5503,Jonathan Kozaczuk,A5107230846
5504,Germano Nardini,A5090626003
5505,José Miguel No,A5065156162
5506,Kari Rummukainen,A5013107443
5507,Pedro Schwaller,A5083743012
5508,Géraldine Servant,A5082681366
5509,Anders Tranberg,A5055183072
5510,David Weir,A5023718997
5511,Shihao Xu,A5037441265
5512,Omkar Chaudhary,A5112566821
5513,Patricia Rodríguez-Morales,A5002706355
5514,Xiaoli Sun,A5100698629
5515,Dan Chen,A5100444008
5516,Roberta Zappasodi,A5069425402
5517,Ziyan Xu,A5038608137
5518,Antônio F. M. Pinto,A5089743274
5519,April E. Williams,A5038488566
5520,Isabell Schulze,A5028226736
5521,Yagmur Farsakoglu,A5024688697
5522,Siva Karthik Varanasi,A5073548854
5523,Jun Siong Low,A5087362989
5524,Wenxi Tang,A5045899135
5525,Haiping Wang,A5100672255
5526,Bryan McDonald,A5011711519
5527,Victoria Tripple,A5077410044
5528,Michael Downes,A5087598197
5529,Ronald M. Evans,A5087519016
5530,Nada A. Abumrad,A5019567141
